,0,1,2,3,4
0,-2.2330761675577473,-5.676931158672534,8.27120347918948,6.913330378893132,-5.702409209004826
1,-1.4723459751002776,-5.033627001459893,9.300987438429054,8.874637282681338,-7.447643439603027
2,-0.9773397414358798,-4.215088212011308,11.631925036214446,9.641631508609713,-9.311273938761001
3,32.9972758570584,-8.443700207342712,3.3756510333320793,-6.4477187069818545,0.4459966352562804
4,19.31884505425455,-4.39325924850584,0.7183525789659384,-4.13289834960083,-0.23438899389124584
5,1.9576076912240121,2.942395453136129,-8.655855288494976,2.0557019893118444,-0.10632207792458483
6,1.772460903867184,3.137370704027715,-7.453099542115717,1.7629301622932698,-0.14555323208660992
7,1.890690982573962,3.8530637301435107,-7.421128156034447,1.9539771452126584,-0.32841078878436913
8,-3.0725088103026934,1.7862599131522283,3.5211952525084653,-1.686962935238384,-0.01820668042782292
9,-2.3116751212057043,4.589771556767118,1.588995263742687,-2.962188244557026,-0.7188462758306031
10,-0.6693895389591142,4.169800126245752,0.21048108308017857,-1.5540002047711325,-1.3753794685087668
11,-3.336856178126818,2.6978352400617975,3.227597523815996,-4.040790352252162,0.30675363473890505
12,-2.400967500342082,4.6856866330384435,5.5390148313960434,-4.6570642884555875,-1.6073871703965628
13,-0.9531479064136728,4.326505665984705,3.1851696780251078,-3.494956594713381,-1.017457687875154
14,-3.168206016185295,-6.189877238907828,-5.947123084673785,-1.2729653212050225,-6.623521750266541
15,-3.326985326990725,-6.805052445570124,-8.384383007844281,-1.424208442417497,-7.413460137960919
16,-3.27963844829669,3.6853483881750737,0.23601433950373485,-3.0778376364864295,1.9933970575088602
17,-3.069761742636244,-3.5657787261666254,7.061474466264827,-4.315730905831723,4.690536613885916
18,-3.86501337312289,-3.8168776442247725,6.09337476884361,-4.3942855995941486,4.386187159852351
19,-3.5402727624713637,-2.6932486885378255,5.253401339226128,-4.889344022864585,4.436066892091158
20,-2.6189684554037553,-5.711097992050201,-0.3349897461325493,5.270435116803588,12.791667194927548
21,-2.274893302567355,-5.653876701511094,0.1749442274868869,6.520827037809459,12.158670985470682
22,-2.140735205459679,-4.262383668602705,0.6491422652692023,4.265018989173921,10.168250344279809
23,0.020825800510458667,8.938029560549957,3.1011994897922976,-1.2712719565594666,-1.4612147660506347
24,0.998468287527417,11.377363637966507,5.473765771672857,-0.764885451882459,-3.352735527388302
25,1.5401124535092516,11.409379785192332,6.399955426326924,-0.8358556154858674,-4.407849218372654
26,-1.610619100111365,1.2728158366973603,0.10531099213525474,-5.127697782238889,0.9729624556667538
27,-1.722555226098663,2.5254098445032187,0.8785579593403874,-4.7825886069301085,0.3287928543472362
28,-0.8589092698955981,2.280936445347705,0.10344403806851798,-3.8621707529033076,-0.06836161462096914
29,9.234308182247448,6.135290103641502,-1.7646241265024072,20.321455404081867,1.8120032175429446
30,2.76335743675775,6.726232934747035,-6.743091388806637,3.57547031424718,1.4071158313121253
31,2.96365516617928,6.585849708065079,-5.963381652160915,2.6276908192079027,0.9133672848852779
32,1.6538619063972715,5.472305126956922,-3.6832297116622237,1.3574494526592225,0.07257665104587047
33,-3.3217962743747957,-6.348967653169007,-7.452283334303852,-0.9627456597567035,-6.550366762072028
34,-3.2520826934099514,-6.423115874976639,-7.246970272363777,-0.8871442559369198,-6.55898462952063
35,-3.20163858362321,-6.652966500890575,-7.5342431451703575,-0.9706915421842306,-7.204489684086333
36,-1.6711884000254758,1.0129878572133981,-4.400060701147118,-1.7247809785702377,4.457574286886937
37,-1.5014407903636218,0.9588267211987085,-3.2833621323139353,-1.8031195932620838,3.0582455383258464
38,-0.8542285986034566,1.3375117972103254,-4.032800277530907,-2.1242688499376015,3.585400903999526
39,-4.184968940003535,-4.158201687564648,1.495629246937602,-0.5430052821846583,-1.1120010533147013
40,-5.186256760778098,-5.972836651951468,1.6892341461419833,-0.7878625877353678,2.0868464233991206
41,-5.034003512241238,-5.890089467906777,1.0146038915481908,-0.3415150804474431,2.693852141325154
