,Ticker,Year,Adj_Return
0,SP500,2010,0.151
1,SP500,2011,0.021
2,SP500,2012,0.16
3,SP500,2013,0.324
4,SP500,2014,0.137
5,SP500,2015,0.014
6,SP500,2016,0.12
7,SP500,2017,0.218
8,SP500,2018,-0.044
9,SP500,2019,0.315
10,SP500,2020,0.184
11,ADM,2010,-0.019293393413079563
12,ADM,2011,-0.029050690057241813
13,ADM,2012,-0.01832030472292734
14,ADM,2013,0.6185486568635881
15,ADM,2014,0.22325131272125986
16,ADM,2015,-0.27721132689170336
17,ADM,2016,0.2839625197728679
18,ADM,2017,-0.09473423537879477
19,ADM,2018,0.05260606228219622
20,ADM,2019,0.17076850510729202
21,ADM,2020,0.12466809261693323
22,ANFI,2012,
23,ANFI,2013,0.9823899371069182
24,ANFI,2014,-0.08946700507614214
25,ANFI,2015,-0.3651567944250872
26,ANFI,2016,-0.3249176728869374
27,ANFI,2017,-0.3219512195121951
28,ANFI,2018,-0.8992805755395683
29,ANFI,2019,-0.05355952380952389
30,ANFI,2020,-0.8075495905711878
31,BGS,2010,0.5876489106537965
32,BGS,2011,0.83093461063279
33,BGS,2012,0.2250679648392131
34,BGS,2013,0.2428460392176357
35,BGS,2014,-0.0775038946487896
36,BGS,2015,0.22190047789431677
37,BGS,2016,0.30197211008973635
38,BGS,2017,-0.1547854500022462
39,BGS,2018,-0.12092343354613333
40,BGS,2019,-0.319289405480068
41,BGS,2020,0.6765289839572295
42,CAG,2010,0.01489857320898591
43,CAG,2011,0.2141024457627272
44,CAG,2012,0.14936298429901584
45,CAG,2013,0.1763454492851093
46,CAG,2014,0.11086821165057215
47,CAG,2015,0.1919587042646309
48,CAG,2016,0.25636646443634703
49,CAG,2017,-0.02564674770719777
50,CAG,2018,-0.4197976775359329
51,CAG,2019,0.655091021477135
52,CAG,2020,0.0869024137265666
53,CPB,2010,0.06109380245554563
54,CPB,2011,-0.009709205130736698
55,CPB,2012,0.09432325470400826
56,CPB,2013,0.2582193350659572
57,CPB,2014,0.04593860662415472
58,CPB,2015,0.2260519200899278
59,CPB,2016,0.1764605771559591
60,CPB,2017,-0.18309699677627134
61,CPB,2018,-0.29101761872911647
62,CPB,2019,0.551767615879251
63,CPB,2020,0.007086889196003421
64,DAR,2010,0.5847255369928399
65,DAR,2011,0.0007530120481926694
66,DAR,2012,0.2069224981188864
67,DAR,2013,0.3017456359102244
68,DAR,2014,-0.13026819923371646
69,DAR,2015,-0.420704845814978
70,DAR,2016,0.22718631178707227
71,DAR,2017,0.40433772269558466
72,DAR,2018,0.061224489795918435
73,DAR,2019,0.45945945945945943
74,DAR,2020,1.0541310541310542
75,FLO,2010,0.1671533169560997
76,FLO,2011,0.08772124105561163
77,FLO,2012,0.2622266258214825
78,FLO,2013,0.41374856007043004
79,FLO,2014,-0.08418733155138691
80,FLO,2015,0.14883215901312696
81,FLO,2016,-0.034771878007342605
82,FLO,2017,0.001983072561505317
83,FLO,2018,-0.009231517734550443
84,FLO,2019,0.21790628230489673
85,FLO,2020,0.07727151990539571
86,GIS,2010,0.35552112810433156
87,GIS,2011,0.34362701623506653
88,GIS,2012,0.19611145782589912
89,GIS,2013,0.37368086181643934
90,GIS,2014,0.0913994847227022
91,GIS,2015,-0.12020764757858782
92,GIS,2016,0.18750773462276404
93,GIS,2017,0.12329498841230069
94,GIS,2018,-0.029059850921090757
95,GIS,2019,0.40202470475440144
96,GIS,2020,0.05906118442864994
97,INGR,2010,0.5972636395370703
98,INGR,2011,0.15889931400489776
99,INGR,2012,0.24533535206761958
100,INGR,2013,0.08710575761117267
101,INGR,2014,0.267013551886657
102,INGR,2015,0.15290664987180658
103,INGR,2016,0.32435872991237824
104,INGR,2017,0.13864952948582077
105,INGR,2018,-0.331130890529577
106,INGR,2019,0.04642117428508841
107,INGR,2020,-0.12576401933985837
108,K,2010,-0.010096312106386174
109,K,2011,0.021749247276681594
110,K,2012,0.1419253051489453
111,K,2013,0.12598000586401237
112,K,2014,0.10331773404149591
113,K,2015,0.13796627794681737
114,K,2016,0.04768231152625102
115,K,2017,-0.04916200178990893
116,K,2018,-0.13338327237346337
117,K,2019,0.26080056336938284
118,K,2020,-0.06855970853001125
119,LW,2016,
120,LW,2017,0.5176906906454528
121,LW,2018,0.31815847380917806
122,LW,2019,0.1828493681005987
123,LW,2020,-0.07216886422668001
124,MKC,2010,0.32157111886053724
125,MKC,2011,0.10959819382286318
126,MKC,2012,0.2867555166181446
127,MKC,2013,0.10711487023083288
128,MKC,2014,0.1010012136480849
129,MKC,2015,0.17480329960906316
130,MKC,2016,0.11054284112878454
131,MKC,2017,0.11335694389001127
132,MKC,2018,0.39006242641752653
133,MKC,2019,0.23649441963554785
134,MKC,2020,0.14671881819505295
135,NOMD,2016,
136,NOMD,2017,0.766980146290491
137,NOMD,2018,-0.011235955056179803
138,NOMD,2019,0.3379186602870814
139,NOMD,2020,0.1363433169423336
140,POST,2012,
141,POST,2013,0.4385401459854015
142,POST,2014,-0.14978688857316835
143,POST,2015,0.4729052279780377
144,POST,2016,0.30291734197730946
145,POST,2017,-0.014429655429779809
146,POST,2018,0.12495266944339245
147,POST,2019,0.2240547514865927
148,POST,2020,-0.07415215398716768
149,SJM,2010,0.09103679198617387
150,SJM,2011,0.22158161880458405
151,SJM,2012,0.13136979696314421
152,SJM,2013,0.22730666913152042
153,SJM,2014,-0.0012014682968705115
154,SJM,2015,0.2500263360238175
155,SJM,2016,0.06014359610771369
156,SJM,2017,-0.004916922977805105
157,SJM,2018,-0.22580461690435627
158,SJM,2019,0.14908626881997988
159,SJM,2020,0.14539027828600637
160,THS,2010,0.3147195059186825
161,THS,2011,0.27970248580935597
162,THS,2012,-0.20266136433159976
163,THS,2013,0.3220794168425092
164,THS,2014,0.24100406268136965
165,THS,2015,-0.08266105460072493
166,THS,2016,-0.07991333163395353
167,THS,2017,-0.3148635545089348
168,THS,2018,0.025272947836635584
169,THS,2019,-0.04358114770262278
170,THS,2020,-0.12391752577319581
171,TR,2010,0.1030024494536943
172,TR,2011,-0.1480195845943013
173,TR,2012,0.16412860059984524
174,TR,2013,0.3066814625845613
175,TR,2014,-0.019113163304462555
176,TR,2015,0.07339423265669276
177,TR,2016,0.30891696023197923
178,TR,2017,-0.04767296084785644
179,TR,2018,-0.0716777042572263
180,TR,2019,0.0323063945975377
181,TR,2020,-0.12022597844321814
182,TSN,2010,0.4168205022706961
183,TSN,2011,0.20896116229430484
184,TSN,2012,-0.04630083053545464
185,TSN,2013,0.7391264150567378
186,TSN,2014,0.20791039369965159
187,TSN,2015,0.34373829692730395
188,TSN,2016,0.16866000412312898
189,TSN,2017,0.3326328638156133
190,TSN,2018,-0.3281901047785818
191,TSN,2019,0.7387346557873586
192,TSN,2020,-0.2732932415539243
193,HSY,2010,0.35552112810433156
194,HSY,2011,0.34362701623506653
195,HSY,2012,0.19611145782589912
196,HSY,2013,0.37368086181643934
197,HSY,2014,0.0913994847227022
198,HSY,2015,-0.12020764757858782
199,HSY,2016,0.18750773462276404
200,HSY,2017,0.12329498841230069
201,HSY,2018,-0.029059850921090757
202,HSY,2019,0.40202470475440144
203,HSY,2020,0.05906118442864994
